GeneID	inverted	FS-FI	FS-FI.18	FS-FI.25	FS-FI.int	FS-MS	FS-MS.18	FS-MS.25	FS-MS.int	MS-FI	MS-FI.18	MS-FI.25	MS-FI.int	T18-25
Nf-YA	Std	0.455046418	0.087346716	0.528596298	0.039610544	0.528596298	0.438559188	0.2000088	0.081519443	0.32500647	0.343353304	0.511884981	0.762153751	4.01E-08
CG3529	Std	0.570247189	0.129428395	0.545015088	0.066970389	0.545015088	0.915453613	0.254044997	0.366703061	0.187011892	0.10591279	0.590037824	0.340929588	0.447418473
CG3448	Std	0.559907063	0.780925376	0.487788208	0.7441059	0.487788208	0.812257133	0.142809856	0.30846931	0.659860166	0.969510318	0.436567132	0.488103926	0.000939973
phol	Std	0.120163642	0.011019571	0.936690309	0.020732962	0.936690309	0.155978067	0.826723025	0.150961605	0.41614496	0.236673547	0.889169585	0.359643951	0.001481351
CG3437	Std	0.101074479	0.089167795	0.334368619	0.462576578	0.334368619	0.270530934	0.631412539	0.166021736	0.219212605	0.54356352	0.155172667	0.497427294	1.16E-06
CG3552	Std	0.253592607	0.301148495	0.407024987	0.795134873	0.407024987	0.105541016	0.165775809	0.7338973	0.471611128	0.539661373	0.572494431	0.936086441	0.001216781
CG3434	Std	0.112059119	0.099011681	0.340302494	0.528010441	0.340302494	0.995382871	0.458820494	0.516353669	0.252991954	0.098447754	0.832145781	0.208334245	0.347853472
Jarid2	Std	0.053003294	0.005962892	0.710159891	0.034732733	0.710159891	0.252890165	0.957173867	0.343034568	0.219175943	0.092379216	0.750140062	0.230247638	0.574965079
pall	Std	0.287609174	0.099614091	0.93760899	0.16966185	0.93760899	0.480816331	0.334116854	0.148999171	0.225940727	0.341076654	0.301317287	0.928784184	0.114207077
path	Std	0.40658384	0.388638439	0.618489854	0.752287324	0.618489854	0.356566473	0.508534478	0.171171466	0.323154241	0.077842512	0.86973428	0.09385627	0.022426383
CG3408	Std	0.027209785	0.006941823	0.423112695	0.06301633	0.423112695	0.437433897	0.530287883	0.222943503	0.038684307	0.048073849	0.159844468	0.528101781	3.93E-11
CG3088	Std	0.049615517	0.033205501	0.267310998	0.384268767	0.267310998	0.428860213	0.759493941	0.686034504	0.187802807	0.170456401	0.423990978	0.639403544	0.011089972
CG3335	Std	0.766406537	0.324494016	0.611760537	0.195762963	0.611760537	0.576685999	0.374786881	0.211082435	0.619894904	0.667650856	0.701996706	0.966644468	0.000568052
CG8336	Std	0.752884662	0.513003297	0.223346271	0.109476111	0.223346271	0.645331879	0.067230026	0.051954211	0.61885532	0.848328719	0.527746502	0.711847352	3.37E-11
CG8329	Std	0.580393262	0.980296978	0.372059951	0.457952725	0.372059951	0.5921198	0.828486237	0.775252912	0.317985036	0.574656094	0.277495833	0.668220393	0.548020718
CG18179	Std	0.220419612	0.269377153	0.378668051	0.640515412	0.378668051	0.462499357	0.748197426	0.652160678	0.504402413	0.600306682	0.556214873	0.912997554	0.244104877
CG18180	Std	0.241023437	0.250143856	0.442807618	0.72076998	0.442807618	0.757398478	0.928007559	0.728170687	0.192790072	0.148014169	0.49787864	0.484693895	0.255469409
CG16717	Std	0.007341605	0.003696763	0.148472752	0.13408614	0.148472752	0.072279584	0.628133996	0.214818444	0.190304289	0.235601313	0.338130158	0.805821306	4.62E-06
CG6767	Std	0.557250725	0.575849747	0.688108127	0.889715171	0.688108127	0.757275311	0.783407123	0.611774731	0.571205739	0.801625347	0.499110894	0.71179581	8.97E-06
CG16711	Std	0.011895221	0.000549852	0.578979311	0.008243359	0.578979311	0.204524359	0.846785584	0.339183841	0.096787381	0.020048808	0.718490878	0.081113847	0.011205904
CG18178	Std	0.875552639	0.174301638	0.250158134	0.031432549	0.250158134	0.463533787	0.360221929	0.155481936	0.803934692	0.527844928	0.813276144	0.448741154	3.90E-10
CG14174	Std	0.72144121	0.788867993	0.751631823	0.971517232	0.751631823	0.57731556	0.991421652	0.629747819	0.482469441	0.409118634	0.747315674	0.657811795	0.530347542
defl	Std	0.305116158	0.046603762	0.681653386	0.034653365	0.681653386	0.01094331	0.538832794	0.070653586	0.323306196	0.539485212	0.312147756	0.743899986	8.94E-08
Naa60	Std	0.088825822	0.026201867	0.613055988	0.114968801	0.613055988	0.533444893	0.822836347	0.710900191	0.237584275	0.103985535	0.780882619	0.227346689	0.000188094
CG6749	Std	0.094377788	0.021298164	0.559827089	0.19821425	0.559827089	0.116008519	0.623341335	0.088631441	0.267894036	0.447455663	0.299191501	0.718281945	1.64E-06
CG8177	Std	0.033364355	0.0179381	0.262359923	0.259022961	0.262359923	0.256733565	0.221006032	0.935306159	0.468625043	0.199421239	0.916426054	0.226993847	0.636176914
Zasp67	Std	0.276292532	0.08323613	0.842495965	0.245663868	0.842495965	0.034113203	0.690323144	0.036299139	0.91992079	0.652820586	0.565593554	0.373078982	0.026644123
Ilp2	Std	0.388384866	0.665034505	0.330843008	0.626567262	0.330843008	0.361120478	0.75123845	0.606957867	0.11376513	0.180095157	0.207328839	0.993544923	0.187310261
CG10809	Std	0.017310722	0.005101549	0.289652251	0.101066013	0.289652251	0.005561343	0.577021605	0.042926977	0.755236869	0.990902797	0.619476769	0.671657735	0.565618359
iPLA2-VIA	Std	0.142154531	0.106877558	0.427984687	0.467651669	0.427984687	0.132786569	0.350921813	0.613399945	0.986114463	0.909580163	0.887097428	0.824109019	0.55987307
CG6707	Std	0.061312438	0.235624639	0.058837961	0.529737961	0.058837961	0.620331492	0.31317681	0.654772365	0.329749799	0.486968633	0.366888039	0.856581764	0.229845696
nudE	Std	0.430561252	0.292656459	0.815198239	0.472715349	0.815198239	0.997120001	0.204882661	0.269119676	0.121992675	0.294782719	0.135911685	0.692643296	0.390300248
CG6685	Std	0.955283137	0.459169349	0.479791432	0.210969658	0.479791432	0.897041444	0.517514474	0.514521091	0.727061727	0.542507381	0.954833056	0.55409458	0.001019367
CG6674	Std	0.455753228	0.103237961	0.666935112	0.074387818	0.666935112	0.579390858	0.838420406	0.762107828	0.77952084	0.279233143	0.532536959	0.140607292	0.094544767
CG14160	Std	0.048303731	0.006164416	0.563783606	0.076192485	0.563783606	0.02928877	0.513072979	0.01733458	0.270598164	0.553737899	0.231545223	0.56749649	0.000927806
CG8009	Std	0.098124543	0.048164822	0.503902754	0.206845527	0.503902754	0.88250245	0.314826342	0.487368466	0.022828645	0.035202656	0.102606083	0.585845995	3.34E-08
CG18628	Std	0.094890822	0.027443032	0.607503347	0.134076274	0.607503347	0.815750537	0.878789251	0.737789024	0.105367994	0.047135813	0.508006067	0.24153338	0.181896832
CG14153	Std	0.028837341	0.003208119	0.386344828	0.14390188	0.386344828	0.005765248	0.193619036	0.396324958	0.839277356	0.860853956	0.661914432	0.58142672	3.15E-07
CG8003	Std	0.428486101	0.356610807	0.716682344	0.609581694	0.716682344	0.11007631	0.975441288	0.163322369	0.815522901	0.486072116	0.74143321	0.370716814	3.21E-10
CG11811	Std	0.131669224	0.045766036	0.664642574	0.15779713	0.664642574	0.094223905	0.698432236	0.245761615	0.815445315	0.738125233	0.963931409	0.799303398	4.39E-05
NijA	Std	0.515211705	0.028146186	0.303220172	0.006893776	0.303220172	0.538978726	0.046084567	0.021499738	0.116004916	0.10778345	0.323884832	0.618872494	5.80E-05
CG6418	Std	0.25469289	0.077639288	0.951070787	0.131249205	0.951070787	0.529107397	0.499499182	0.258811795	0.249713243	0.250013651	0.463522458	0.703487919	1.91E-05
Blos4	Std	0.741400342	0.788184021	0.785530523	0.981109889	0.785530523	0.408197627	0.423477047	0.160242026	0.696620809	0.272763494	0.598930067	0.155481495	1.37E-06
CG6409	Std	0.074925096	0.008439768	0.832874746	0.030716797	0.832874746	0.740288532	0.264245162	0.211937062	0.025746858	0.019653034	0.185358887	0.34505465	4.03E-10
galla-2	Std	0.713875911	0.989975332	0.53947527	0.586858048	0.53947527	0.817176251	0.829455323	0.986402637	0.525589131	0.826042552	0.41411293	0.60072616	0.626807623
Aps	Std	0.111477945	0.008635049	0.931759001	0.017540289	0.931759001	0.225848224	0.770194128	0.19137155	0.300678365	0.138730774	0.8365091	0.264766483	0.159167653
CG7888	Std	0.053569283	0.672993421	0.006910736	0.04326224	0.006910736	0.210886768	0.977263757	0.26538567	0.009047481	0.09640645	0.008167932	0.370002243	0.894864477
CG6321	Std	0.495782195	0.518429298	0.078973444	0.03920376	0.078973444	0.466337825	0.881393483	0.604790059	0.225320344	0.930729304	0.059780519	0.116923111	0.107312544
Blos2	Std	0.447786539	0.91994697	0.175502754	0.210892447	0.175502754	0.990263243	0.563227694	0.623464373	0.269070464	0.929998809	0.060099882	0.08709381	0.975517245
CG6310	Std	0.003051734	0.000498492	0.239724268	0.015481447	0.239724268	0.367951459	0.997740494	0.409725251	0.015085131	0.006845609	0.244793371	0.097786221	1.55E-07
CG7839	Std	0.227002249	0.02413949	0.752702293	0.026000941	0.752702293	0.0100979	0.708906238	0.051884116	0.527950513	0.73021108	0.491554836	0.763680376	7.39E-07
Irbp18	Std	0.014733091	0.012788118	0.128312847	0.361913882	0.128312847	0.191991973	0.231973801	0.917606189	0.339188839	0.217653305	0.742343153	0.428200031	0.488942285
CG7638	Std	0.02493496	0.035000835	0.11284033	0.623393074	0.11284033	0.280448966	0.995579259	0.347748375	0.109109966	0.289316978	0.116304791	0.647092243	0.949952356
FoxK	Std	0.097905833	0.016163873	0.791034044	0.058189486	0.791034044	0.164300462	0.535572764	0.49307963	0.662039682	0.287400108	0.722341974	0.218196159	4.75E-06
mRpL2	Std	0.955248515	0.340422335	0.286700256	0.082322837	0.286700256	0.561836543	0.423555191	0.232781827	0.943655675	0.709462323	0.790863275	0.578669747	0.031949794
Ufd1-like	Std	0.750600391	0.971588344	0.578331955	0.607204423	0.578331955	0.498903897	0.798092114	0.417939364	0.56604356	0.520695031	0.765596924	0.765978403	0.120611899
wls	Std	0.063311588	0.021932826	0.470150819	0.153589955	0.470150819	0.463800886	0.765021425	0.368205073	0.111718054	0.110884314	0.310884515	0.59671384	0.00187634
CG7616	Std	0.96253702	0.885794615	0.944900611	0.852663194	0.944900611	0.290383249	0.211811076	0.886507772	0.148728801	0.229199743	0.242497327	0.968919016	0.424293356
GlcAT-P	Std	0.217542332	0.461721166	0.196652109	0.638611638	0.196652109	0.152988828	0.770528345	0.311203867	0.024672785	0.032828739	0.117651631	0.589550592	0.005724041
CG7607	Std	0.003321583	0.000117246	0.608693982	0.00083653	0.608693982	0.006484175	0.175711664	0.000452756	0.063604054	0.188743202	0.069517132	0.932944775	9.27E-14
Plod	Std	0.947157869	0.999007754	0.914744114	0.926546631	0.914744114	0.147657902	0.883212222	0.256013375	0.361570168	0.147982989	0.968175637	0.220370641	0.001569362
CG6175	Std	0.164183697	0.441453116	0.130081492	0.517369778	0.130081492	0.697083853	0.135855261	0.337604053	0.806247969	0.703657066	0.98358637	0.754006613	0.273328317
CG6163	Std	0.549872818	0.582238065	0.664795977	0.942324351	0.664795977	0.353969077	0.494477849	0.86664333	0.701081038	0.699631071	0.803670743	0.923525075	0.000283003
CG7560	Std	0.074114881	0.095761978	0.209633174	0.635383508	0.209633174	0.562899604	0.447890169	0.905734043	0.011787529	0.027295165	0.05147901	0.711339955	0.11377271
chrb	Std	0.266250785	0.037511853	0.746427391	0.035643982	0.746427391	0.212997319	0.737728335	0.408203669	0.896293796	0.389014226	0.51472777	0.190569696	0.181430645
CG7394	Std	0.080910506	0.311531564	0.063430073	0.458903303	0.063430073	0.581316767	0.872679249	0.730295636	0.03196305	0.121205173	0.047092955	0.698135397	0.709538121
Duba	Std	0.190623057	0.022176059	0.839217235	0.029437636	0.839217235	0.162123252	0.532548816	0.080113965	0.410681844	0.354013973	0.674213006	0.658560474	0.283314501
Muc68Ca	Std	0.36005712	0.293557332	0.620269717	0.708040151	0.620269717	0.941421205	0.651389345	0.718707562	0.214577135	0.259970853	0.353715262	0.968580713	0.007078288
CG6083	Std	0.010996503	0.01196362	0.091006969	0.469932738	0.091006969	0.058167301	0.705794254	0.176799684	0.231382986	0.511988483	0.19021121	0.574287702	0.793377038
PCID2	Std	0.022567875	0.026223692	0.128436658	0.478369734	0.128436658	0.640941591	0.994374194	0.682469049	0.046412005	0.075432268	0.134141479	0.769623524	0.000613402
CG6071	Std	0.042700464	0.113812248	0.075191933	0.943618121	0.075191933	0.716887399	0.488508401	0.836655662	0.011955895	0.062309965	0.019978065	0.874937705	0.061806875
RIOK1	Std	0.159505273	0.011547878	0.768579919	0.014016449	0.768579919	0.053156772	0.597568317	0.033056744	0.59822452	0.52853457	0.815373126	0.731447455	0.889055719
CG7339	Std	0.372994031	0.25513428	0.770309898	0.436439318	0.770309898	0.643491719	0.750821163	0.884516897	0.175561459	0.112340972	0.546823555	0.358064859	2.79E-05
Sugb	Std	0.200432282	0.165483123	0.477614134	0.549359297	0.477614134	0.579139875	0.777216746	0.466817984	0.264345696	0.400330281	0.322483358	0.896870609	0.078302223
Pldn	Std	0.6215289	0.438057743	0.97785298	0.512992744	0.97785298	0.07609679	0.15153764	0.75187165	0.140904249	0.303766805	0.164947109	0.748357241	0.677679443
CG14135	Std	0.479508372	0.326319526	0.877298519	0.456683525	0.877298519	0.476355612	0.741932963	0.718357921	0.951597489	0.790024268	0.862503602	0.701600079	0.056981974
CG11652	Std	0.71922008	0.268679067	0.614791981	0.165719202	0.614791981	0.752853261	0.339529179	0.267991211	0.449504912	0.427968245	0.650657442	0.783757921	1.74E-06
CG11658	Std	0.177459662	0.101361054	0.555128972	0.377603858	0.555128972	0.19787055	0.921817779	0.234489024	0.528144297	0.726547371	0.498339876	0.762699069	0.002341854
crim	Std	0.190803211	0.363980281	0.215100042	0.775008117	0.215100042	0.509753645	0.56297299	0.940189067	0.043303489	0.12047046	0.075835573	0.837181131	0.627607901
Bmcp	Std	0.508057517	0.629970536	0.5459291	0.925365049	0.5459291	0.614648985	0.86737832	0.557422656	0.654385986	0.980143838	0.445719082	0.496494828	0.004164525
Muc68D	Std	0.010946288	0.009582925	0.109206538	0.359844448	0.109206538	0.695520842	0.721757227	0.97414137	0.003116025	0.003276658	0.05167312	0.343433466	0.458567137
CG14131	Std	0.086012282	0.044228361	0.445710997	0.239451188	0.445710997	0.381348609	0.542718807	0.19714493	0.128403773	0.246111017	0.178894725	0.926185133	0.003611891
CG10907	Std	0.047487927	0.023893163	0.364533373	0.170354491	0.364533373	0.138897892	0.4311381	0.047950069	0.138339513	0.41988831	0.097222089	0.50722588	1.00E-15
CG10361	Std	0.685119999	0.418895806	0.905686024	0.431289167	0.905686024	0.931090706	0.101475167	0.16789539	0.141937824	0.368165615	0.13163102	0.587376588	0.523842953
CG14130	Std	0.223052599	0.097266543	0.760354393	0.22392677	0.760354393	0.368349252	0.700761352	0.642323291	0.668002235	0.442654883	0.937204545	0.456757997	0.289625148
CG5946	Std	0.714623191	0.429382255	0.846258905	0.392464113	0.846258905	0.981357115	0.958965702	0.980516472	0.680805999	0.41594015	0.886687295	0.405885528	0.095235214
CG11597	Std	0.791787848	0.9861142	0.668931308	0.686478818	0.668931308	0.946036053	0.634673507	0.62724997	0.999533992	0.959610158	0.96408898	0.934030721	0.000193295
RpL10Ab	Std	0.413813327	0.049644894	0.511973129	0.024233002	0.511973129	0.385530884	0.462963727	0.166191438	0.461360141	0.260692952	0.937376603	0.362392442	0.980863469
CG14125	Std	0.357416215	0.056707698	0.668327335	0.043401333	0.668327335	0.281023797	0.472732931	0.120953852	0.484063654	0.393109645	0.77088746	0.623514956	0.614905187
viaf	Std	0.075489897	0.155352873	0.132646719	0.958081908	0.132646719	0.636328006	0.585187187	0.377068906	0.070529497	0.339862107	0.04416053	0.347827494	0.025617609
Pop2	Std	0.144982841	0.007418093	0.686369619	0.007121274	0.686369619	0.041088035	0.917607068	0.058101112	0.811053475	0.495029233	0.764721172	0.392795628	4.98E-09
CG6928	Std	0.192388412	0.185411101	0.429034209	0.582783702	0.429034209	0.049364498	0.682987229	0.145831695	0.838993406	0.496867544	0.704823745	0.354961093	3.00E-09
ssp	Std	0.394011001	0.090385346	0.71273987	0.069974412	0.71273987	0.418144488	0.453983751	0.177706969	0.432304265	0.369884002	0.703365105	0.639913528	2.69E-06
CG11560	Std	0.739481616	0.553107979	0.938564241	0.548349998	0.938564241	0.594674039	0.047239519	0.228743016	0.068610279	0.263513761	0.058793002	0.527569987	0.002655101
CG5645	Std	0.122916159	0.04460208	0.629445205	0.167387877	0.629445205	0.499250498	0.846362151	0.445778951	0.214033975	0.175005317	0.501620624	0.534190364	5.73E-07
Atg12	Std	0.132597154	0.409528133	0.096901828	0.491017041	0.096901828	0.846291692	0.663468849	0.586562722	0.103991596	0.529385386	0.0413976	0.219821636	0.189355603
RhoGAP68F	Std	0.073547164	0.13177144	0.150736014	0.959382994	0.150736014	0.393766548	0.999575318	0.460588233	0.199319977	0.505749051	0.152462684	0.491226051	3.40E-11
eIF3l	Std	0.636226423	0.636635572	0.762602272	0.882558514	0.762602272	0.924466288	0.4890426	0.493565837	0.914418271	0.570770674	0.695513291	0.405555612	0.415527206
CG6910	Std	0.863444552	0.586401211	0.408691841	0.23551662	0.408691841	0.123937637	0.696475894	0.094660372	0.37735321	0.314315801	0.660913312	0.619074693	0.201318089
thoc6	Std	0.176082592	0.031137695	0.98437409	0.052477604	0.98437409	0.225439805	0.743624582	0.175870443	0.431859713	0.330861388	0.759952603	0.551418743	4.79E-05
CG5626	Std	0.596528047	0.204316376	0.629027997	0.123379722	0.629027997	0.296693734	0.620819369	0.177145045	0.882896806	0.823673774	0.989484797	0.8514796	3.52E-05
Pbgs	Std	0.509311444	0.404296938	0.819382829	0.579356904	0.819382829	0.685726545	0.886250562	0.630468626	0.411777856	0.217728849	0.933303998	0.305871843	0.001516138
CG4300	Std	0.072438703	0.00990702	0.744297299	0.046588347	0.744297299	0.392223998	0.183314689	0.059823202	0.037525443	0.075036312	0.099415341	0.907436627	6.74E-08
INPP5E	Std	0.593577266	0.429407017	0.9192144	0.563175164	0.9192144	0.356357497	0.759657015	0.291656324	0.867076429	0.887453754	0.688380141	0.633160202	0.000109699
CG10418	Std	0.818478175	0.52239327	0.781839097	0.423811598	0.781839097	0.513430431	0.663591973	0.343826998	0.932651173	0.985114711	0.875239969	0.878583234	0.703174453
CrzR	Std	0.170475889	0.009357183	0.801959968	0.018385586	0.801959968	0.083496476	0.156782316	0.007975237	0.205356568	0.361271898	0.247489226	0.779008087	2.68E-07
Ncc69	Std	0.801474324	0.738768211	0.457880544	0.350300604	0.457880544	0.988656089	0.892082528	0.915650059	0.731941909	0.74967282	0.382039009	0.299964509	0.04546929
CG10616	Std	0.032048178	0.018692333	0.250308126	0.259704047	0.250308126	0.443680469	0.525840153	0.224934553	0.040518854	0.104678491	0.079569857	0.918852171	0.001523269
CG10663	Std	0.937165818	0.375237129	0.529850309	0.199859412	0.529850309	0.713487026	0.673466817	0.494535396	0.875671938	0.604308572	0.842869991	0.553122972	6.31E-10
CG10660	Std	0.380113447	0.100615018	0.850020411	0.116587303	0.850020411	0.662153223	0.086959986	0.244559867	0.030836492	0.040012429	0.131211706	0.646359895	0.0243093
CG10657	Std	0.498479022	0.124068133	0.697297936	0.101212673	0.697297936	0.741537562	0.531250856	0.75745331	0.940648655	0.226216894	0.319627583	0.059609114	0.000570951
CG10638	Std	0.569949768	0.862971933	0.447297424	0.611893732	0.447297424	0.882412089	0.550027288	0.518755026	0.767826602	0.748609296	0.871455144	0.888269718	0.092137674
CG10681	Std	0.912084934	0.942268048	0.913756407	0.975199084	0.913756407	0.321358023	0.061150002	0.425177902	0.101795016	0.354586847	0.080808392	0.445452584	0.106252211
CG10646	Std	0.321629326	0.314512968	0.54743965	0.679675328	0.54743965	0.888304445	0.20096286	0.343174591	0.885927692	0.388308541	0.497979601	0.181603342	1.83E-07
